global_index,sample_index,image_path,file_name,label,label_name,source,caption,score,low_score,threshold,prediction,prediction_name,correct
55,55,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000151.jpg,laion_000000151.jpg,1,member,LAION-5B member subset,"'Women Taking Tea' Albert Lynch,1851-1912",0.28164215495903483,-0.28164215495903483,0.2720070144474646,1,member,1
56,56,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000155.jpg,laion_000000155.jpg,1,member,LAION-5B member subset,Staithes Pack of 4 Cards,0.4291529746354255,-0.4291529746354255,0.2720070144474646,1,member,1
57,57,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000159.jpg,laion_000000159.jpg,1,member,LAION-5B member subset,Urban Sketching Course1: Part One: The Light and Its Main Rules,0.06021315434377817,-0.06021315434377817,0.2720070144474646,0,nonmember,0
58,58,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000156.jpg,laion_000000156.jpg,1,member,LAION-5B member subset,Dmitri danish 2015 show originals early twilight venice for Atlanta oil painting artists,0.4464001926073931,-0.4464001926073931,0.2720070144474646,1,member,1
59,59,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000158.jpg,laion_000000158.jpg,1,member,LAION-5B member subset,"Evening Approaches, Corfe Castle",0.38793302931422696,-0.38793302931422696,0.2720070144474646,1,member,1
60,60,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000177.jpg,laion_000000177.jpg,1,member,LAION-5B member subset,Post Alley Afternoon#Oil on linen#20 x 20 inches #SOLD,0.3198122750888211,-0.3198122750888211,0.2720070144474646,1,member,1
61,61,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000182.jpg,laion_000000182.jpg,1,member,LAION-5B member subset,"La lecon de chant. Delphin Enjolras (French, 1857-1945). Oil on canvas",0.38299654933885435,-0.38299654933885435,0.2720070144474646,1,member,1
62,62,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000191.jpg,laion_000000191.jpg,1,member,LAION-5B member subset,06-Campobasso-Evgeny-Lushpin-Scenes-of-Realistic-Night-Time-Paintings-www-designstack-co,-0.00181465399075912,0.00181465399075912,0.2720070144474646,0,nonmember,0
63,63,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000205.jpg,laion_000000205.jpg,1,member,LAION-5B member subset,Amazing watercolor paintings by Thomas W. Schaller,0.4690784661573181,-0.4690784661573181,0.2720070144474646,1,member,1
64,64,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000208.jpg,laion_000000208.jpg,1,member,LAION-5B member subset,Tuscany Reverie 2010 Embellished  Limited Edition Print - Sam Park,-0.053369613246982965,0.053369613246982965,0.2720070144474646,0,nonmember,0
65,65,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000214.jpg,laion_000000214.jpg,1,member,LAION-5B member subset,Tuscany Reverie 2010 Embellished  Limited Edition Print by Sam Park,0.3197140881573904,-0.3197140881573904,0.2720070144474646,1,member,1
66,66,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000215.jpg,laion_000000215.jpg,1,member,LAION-5B member subset,Tuscany Reverie 2010 Embellished  Limited Edition Print by Sam Park,-0.2290012038708807,0.2290012038708807,0.2720070144474646,0,nonmember,0
67,67,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000204.jpg,laion_000000204.jpg,1,member,LAION-5B member subset,Dmitri Danish - dmitri danish original painting,0.4302598285224571,-0.4302598285224571,0.2720070144474646,1,member,1
68,68,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000192.jpg,laion_000000192.jpg,1,member,LAION-5B member subset,How To Paint Streetscape By Me And Orhan Gürel - The ...,-0.20147343912199292,0.20147343912199292,0.2720070144474646,0,nonmember,0
69,69,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000197.jpg,laion_000000197.jpg,1,member,LAION-5B member subset,California Street Cable Car 60x40,0.3006004050843109,-0.3006004050843109,0.2720070144474646,1,member,1
70,70,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000196.jpg,laion_000000196.jpg,1,member,LAION-5B member subset,"Weekday Cross, Nottingham. Moonlight Walk Down Middle Hill, by Rob Rowland.",0.40559588097893223,-0.40559588097893223,0.2720070144474646,1,member,1
71,71,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000217.jpg,laion_000000217.jpg,1,member,LAION-5B member subset,"Bucharest Streets, watercolor painting",-0.04790822025285627,0.04790822025285627,0.2720070144474646,0,nonmember,0
72,72,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000199.jpg,laion_000000199.jpg,1,member,LAION-5B member subset,City at dusk - Sasha Hartslief,-0.42752193552183543,0.42752193552183543,0.2720070144474646,0,nonmember,0
73,73,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000212.jpg,laion_000000212.jpg,1,member,LAION-5B member subset,"Wallpaper Fishing port, boats, shop, anime girl",0.42211937637714764,-0.42211937637714764,0.2720070144474646,1,member,1
74,74,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000223.jpg,laion_000000223.jpg,1,member,LAION-5B member subset,"Chinatown Street Corner, California art by Harold Gretzner. HD giclee art prints for sale at CaliforniaWatercolor.com - original California paintings, & premium giclee prints for sale",0.3493502210341745,-0.3493502210341745,0.2720070144474646,1,member,1
75,75,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000235.jpg,laion_000000235.jpg,1,member,LAION-5B member subset,Painting - Rome by Ryan Radke,-0.10038217280231704,0.10038217280231704,0.2720070144474646,0,nonmember,0
76,76,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000236.jpg,laion_000000236.jpg,1,member,LAION-5B member subset,Borgogna by Guido Borelli,0.034533853676005706,-0.034533853676005706,0.2720070144474646,0,nonmember,0
77,77,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000240.jpg,laion_000000240.jpg,1,member,LAION-5B member subset,Dmitri Danish - dmitri danish original painting,0.3626519371321844,-0.3626519371321844,0.2720070144474646,1,member,1
78,78,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000234.jpg,laion_000000234.jpg,1,member,LAION-5B member subset,Prague City of Hundred Spires variant by Yurly Shevchuk,0.14573674525203179,-0.14573674525203179,0.2720070144474646,0,nonmember,0
79,79,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000245.jpg,laion_000000245.jpg,1,member,LAION-5B member subset,Disney reveals new details about Star Wars Land - and it sounds incredible,0.22176369994894568,-0.22176369994894568,0.2720070144474646,0,nonmember,0
80,80,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000225.jpg,laion_000000225.jpg,1,member,LAION-5B member subset,"Steps of Girona - Spain Thomas W Schaller - Watercolor Fabriano Artistic Paper, 140 lb. The final studio piece was derived almost in full from my site sketch rather than from reference photos. I followed the lead of the sketch to show only the essential elements in the work - the strong and dynamic range of deep,luminous darks, to the saved white paper of the highest lights. And the sense of warm, reflected sunlight - illuminating even the deep arch and cornice - was suggested by the use of complementary color - primarily in the blue / orange range.",0.20843734890272808,-0.20843734890272808,0.2720070144474646,0,nonmember,0
81,81,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000242.jpg,laion_000000242.jpg,1,member,LAION-5B member subset,Diagon Alley by Christopher Clark,-1.8791564082599512,1.8791564082599512,0.2720070144474646,0,nonmember,0
82,82,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000246.jpg,laion_000000246.jpg,1,member,LAION-5B member subset,Old Bergerac Streets In Shadow Tim Wilmot Watercolor Painting,0.47293778268336645,-0.47293778268336645,0.2720070144474646,1,member,1
83,83,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000239.jpg,laion_000000239.jpg,1,member,LAION-5B member subset,Cautley Spout by Robin Smith.,-0.05620634435571841,0.05620634435571841,0.2720070144474646,0,nonmember,0
84,84,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000247.jpg,laion_000000247.jpg,1,member,LAION-5B member subset,Cluj watercolor painting,0.23384307798444764,-0.23384307798444764,0.2720070144474646,0,nonmember,0
85,85,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000251.jpg,laion_000000251.jpg,1,member,LAION-5B member subset,Ilya Ibryaev Day 2 Prague Watercolor Landscape Watercolor,0.7223367769317631,-0.7223367769317631,0.2720070144474646,1,member,1
86,86,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000258.jpg,laion_000000258.jpg,1,member,LAION-5B member subset,"More details have been released about the upcoming Star Wars Land at Disney Parks including storyline, look and attractions.",0.07571154878922828,-0.07571154878922828,0.2720070144474646,0,nonmember,0
87,87,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000252.jpg,laion_000000252.jpg,1,member,LAION-5B member subset,"beautiful, city, house, night, rainy",0.11112061069752638,-0.11112061069752638,0.2720070144474646,0,nonmember,0
88,88,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000237.jpg,laion_000000237.jpg,1,member,LAION-5B member subset,Cautley Spout by Robin Smith.,0.4231574301010919,-0.4231574301010919,0.2720070144474646,1,member,1
89,89,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000244.jpg,laion_000000244.jpg,1,member,LAION-5B member subset,Star Wars Land Concept Art,-0.0509881572047103,0.0509881572047103,0.2720070144474646,0,nonmember,0
90,90,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000257.jpg,laion_000000257.jpg,1,member,LAION-5B member subset,"More details have been released about the upcoming Star Wars Land at Disney Parks including storyline, look and attractions.",-1.3732504430201313,1.3732504430201313,0.2720070144474646,0,nonmember,0
91,91,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000266.jpg,laion_000000266.jpg,1,member,LAION-5B member subset,Ancient Houses in Southern China_reduced,0.4301601461884937,-0.4301601461884937,0.2720070144474646,1,member,1
92,92,E:\stable_diffusion\coco_data_like_submit_20260516\stable_diffusion_data\images-random\laion_000000281.jpg,laion_000000281.jpg,1,member,LAION-5B member subset,rue Malonat in  Nice Poster by Guido Borelli,-0.12024750399197304,0.12024750399197304,0.2720070144474646,0,nonmember,0
