split,implicit_position,emb_file,emb_line_number,vlm_file,vlm_line_number,caption_role,caption_file,caption_line_number,caption_filename,caption_row_sha256,caption_text_sha256,caption_preview,row_id_type,boundary
train,10,COCO_emb_500images_train_t_[140].txt,12,COCO_blip_500images_train_t_[140].txt,12,members,blip2_members_2500_captions.jsonl,11,3625,527fd7bdc980a41c21fb09666d4a91728c0ec18e156aa959d974db77e5ba91cc,c7f8f354eaec505d76aad9d7e72b40a4c7620e3eba9eea9357c126076c916048,a computer monitor,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,11,COCO_emb_500images_train_t_[140].txt,13,COCO_blip_500images_train_t_[140].txt,13,members,blip2_members_2500_captions.jsonl,12,4236,358f65fa9e47f4b064cdc7b3a746d36443f560e26b724a9bdbd40e89455d937b,54d2060f556a42bcc4c0131e83872eff34f780320444ad4c26a6c032adfa5c63,a kitchen with a refrigerator and a table,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,12,COCO_emb_500images_train_t_[140].txt,14,COCO_blip_500images_train_t_[140].txt,14,members,blip2_members_2500_captions.jsonl,13,9005,5e0fea072e482628605d5b36842888775f46e0fe7b25412ff7cf160a489f2fd2,0c2f94ea5586458081cc7d8a8b7b8424368726cb1f9069eb9b703c3d9e8d4327,a woman sitting on a chair,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,13,COCO_emb_500images_train_t_[140].txt,15,COCO_blip_500images_train_t_[140].txt,15,members,blip2_members_2500_captions.jsonl,14,5924,2ce4876076b3b7ecadddb2317efb6a630efcbe38bc94bfe82dba75ccbb33a4a3,069ac9ef163a1c7868b2eca12a84e4fc0f1eb623d7a294f365ef7acd1cf78ca2,three teddy bears sitting on a blanket,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,14,COCO_emb_500images_train_t_[140].txt,16,COCO_blip_500images_train_t_[140].txt,16,members,blip2_members_2500_captions.jsonl,15,3093,03d4f211d400895231a9ca1d04cae415e45d3c3a8220521fb413199bf0cbbf21,7f5c3584f43e2a575b9571b0a7842215826d6a0caf18bc41560d69e321eb05b8,a street light and traffic light in the rain,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,15,COCO_emb_500images_train_t_[140].txt,17,COCO_blip_500images_train_t_[140].txt,17,members,blip2_members_2500_captions.jsonl,16,7590,80bc51b02905566b29a77d0dbe30d1a9371b4742379b989eee315f460ecd9052,0162b736d22a59cd1106c11c30b1e8995eaf07a662460510c43ffd58043ee50f,a bus on the road,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,16,COCO_emb_500images_train_t_[140].txt,18,COCO_blip_500images_train_t_[140].txt,18,members,blip2_members_2500_captions.jsonl,17,4736,a7735ef92e6cecdff8d213b2b6377214449725cb079a8b8b0cd6c0a47d3321ee,5d079d99d659a8ac394608abf16b7fce85214ed8b8d442998e60cd781b804b6d,"a kitchen with a stove, oven, microwave, and a refrigerator",caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,17,COCO_emb_500images_train_t_[140].txt,19,COCO_blip_500images_train_t_[140].txt,19,members,blip2_members_2500_captions.jsonl,18,4366,4d991f552cd7c64973121bd95e0e410d657e220a77cf0daccfe0ab8a41e273d5,92dd04e9298e2ae42aa787655fd054ad7bf2b331b1d097a4e07b38699b881c67,a bird standing on a rock in the water,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,18,COCO_emb_500images_train_t_[140].txt,20,COCO_blip_500images_train_t_[140].txt,20,members,blip2_members_2500_captions.jsonl,19,4056,8537b4989027c6762542ba92389acee79c05d72af771a03bfb772a9ef22b0664,faf6cc148113c422cd9dccf4ab97c97dcd2a5f25c8fad36322533a14c94882f1,a blue and white bus,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,19,COCO_emb_500images_train_t_[140].txt,21,COCO_blip_500images_train_t_[140].txt,21,members,blip2_members_2500_captions.jsonl,20,4178,16f0772453373411ae54f3accf55a3ac4045d4ddbc876d2cd3b59857c90031e6,2fe7d128e6eacb922b8bb30afe5fa8082d2a3915d01c52775a75ccf0f17778b2,a sandwich is displayed in a glass case,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,20,COCO_emb_500images_train_t_[140].txt,22,COCO_blip_500images_train_t_[140].txt,22,members,blip2_members_2500_captions.jsonl,21,1287,c230ed4022aa39c70975808915afd8694ddce7f9545a0e9d63f0e543974098a6,2086d85dd79d935358b585dba576f5d0a0300200823a370d6aa07a79a7158488,a man in a kitchen,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,21,COCO_emb_500images_train_t_[140].txt,23,COCO_blip_500images_train_t_[140].txt,23,members,blip2_members_2500_captions.jsonl,22,8343,30ce0accfb6691c701683e0bf1ae36410c1509534b7adc6303b5680b6bc5a431,7f8655ddf7685a11991d39b1b23ef82a431b33a1dab60021cb41a3c77a1cd49e,a man riding a wave on a surfboard,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,22,COCO_emb_500images_train_t_[140].txt,24,COCO_blip_500images_train_t_[140].txt,24,members,blip2_members_2500_captions.jsonl,23,4623,46f2b0d49a1ac152aedf1c943362bfc4af4f125a62aac174408db2038b8932d5,ca36c4ce86bd33f6eb20880636374d7cb5bff917cfa99f9879d1a5521f7d6714,a herd of elephants,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,23,COCO_emb_500images_train_t_[140].txt,25,COCO_blip_500images_train_t_[140].txt,25,members,blip2_members_2500_captions.jsonl,24,2066,36d9e942c360a5d372e779231254e9166019e462ec958a354ab102bcf6927c33,abcf9d88abffc0d3b8f4f7e3369195168177212ea12079fd32b8df7c0997b64f,a desk with two monitors,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,24,COCO_emb_500images_train_t_[140].txt,26,COCO_blip_500images_train_t_[140].txt,26,members,blip2_members_2500_captions.jsonl,25,9099,f0d97143a772189e55a72154c483629d4f7f1f5fb129341829262497d92172ac,9b62769759979f8118b6081d457de3b4c98ad95b4b786c50628ce93ae4753b11,a bike is parked on the sidewalk,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,25,COCO_emb_500images_train_t_[140].txt,27,COCO_blip_500images_train_t_[140].txt,27,members,blip2_members_2500_captions.jsonl,26,5950,32c98e4e663536cdfb3ff904ca7a1b1912e96421398e12d84e55a9d8b3f2cc9c,c6055dab24395a51e215ad98b969d8f14631b48267ed4bcd32d97f64a97246ca,a clock with a number on it,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,26,COCO_emb_500images_train_t_[140].txt,28,COCO_blip_500images_train_t_[140].txt,28,members,blip2_members_2500_captions.jsonl,27,1547,a900245f8fe1c27dc427a7d5ec29af7504977a11726a721bbdea37fad8f2b3e8,d8365ddc0f1f271320dd50e2aa1a357d6eba96cdfaa75a23fa289d6c731b7e10,a horse standing on a hillside,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,27,COCO_emb_500images_train_t_[140].txt,29,COCO_blip_500images_train_t_[140].txt,29,members,blip2_members_2500_captions.jsonl,28,7599,f7786424452304f42e7c2fc7038d34ff954d317cc58cd0c821b22248485e34f0,4c30b20870b4593fbc983b1581b979126e5271f82a726990d75666b1c2f39d4d,two zebras grazing in a field,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,28,COCO_emb_500images_train_t_[140].txt,30,COCO_blip_500images_train_t_[140].txt,30,members,blip2_members_2500_captions.jsonl,29,0313,3ef9b89d4b1705778728f63079b16d7b5cc6e3d7c91b089267e564a019bc03f6,b5bc25e9707d94b27c5cbda158c001b43f6259e26a83e0d8cb8a4ae02eda67d4,a traffic light with a sad face on it,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,29,COCO_emb_500images_train_t_[140].txt,31,COCO_blip_500images_train_t_[140].txt,31,members,blip2_members_2500_captions.jsonl,30,8321,05d21fde6a908ec0ca0f5e207faca93d3ebb9c77e16055e3a3ef1b9382950272,5f3f55717dc262fb10b309e6fdd0ae065084a48c22917279beee980409c16f42,a man holding a racket,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,30,COCO_emb_500images_train_t_[140].txt,32,COCO_blip_500images_train_t_[140].txt,32,members,blip2_members_2500_captions.jsonl,31,3916,5c2d262f6ecea38f3b04f5331b840647bb6ece48f3051807bc1610725fa7e8e1,e44d5211114bd872578247fcae89181b88d27c326927d591d89a68a353953a99,a large truck driving down a street,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,31,COCO_emb_500images_train_t_[140].txt,33,COCO_blip_500images_train_t_[140].txt,33,members,blip2_members_2500_captions.jsonl,32,5943,0cfd892d3da01a5484ea8f0d939bcc5512b7ff52eabf9803e764b527e8dc8171,360e231063b663ee99fade876b202b5e9d0b855e4c350c84ab7223be3b5a6ca6,a clock on a pole in front of a building,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,32,COCO_emb_500images_train_t_[140].txt,34,COCO_blip_500images_train_t_[140].txt,34,members,blip2_members_2500_captions.jsonl,33,3162,e74eb41cefa1548a8f8ebfd258a701392713bfee61233ee2db0b98c61c6c6365,049f0612aee5275e5e715cd349fb9bf366e252fbdf2dcc75340dc5ff5ee621a9,a bed with a dog on it in a room,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,33,COCO_emb_500images_train_t_[140].txt,35,COCO_blip_500images_train_t_[140].txt,35,members,blip2_members_2500_captions.jsonl,34,2010,fdbed3376bb4910dd665a4a9e6c67b8f14772a0d8272cc5448d64ee5bb3d90cb,835d00885e26f32f52ddf5a4c5a51864e54f53641d1db4f83b9a48327b630bd2,a hot dog and a bottle of bubbly,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,34,COCO_emb_500images_train_t_[140].txt,36,COCO_blip_500images_train_t_[140].txt,36,members,blip2_members_2500_captions.jsonl,35,7296,8ab18d01c54c1ada77364088029ab04961e2644e68da4b37a89e0792eae144d4,7f8655ddf7685a11991d39b1b23ef82a431b33a1dab60021cb41a3c77a1cd49e,a man riding a wave on a surfboard,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,35,COCO_emb_500images_train_t_[140].txt,37,COCO_blip_500images_train_t_[140].txt,37,members,blip2_members_2500_captions.jsonl,36,4163,d1ea480f964938df7fe64638bfd2c34e734812467d56a66270dbf87da9b9261e,624092cf44f8ff81b285c24d5d4d2fb1f198ac0c495b46b1829370a2e1872a8b,a group of people standing on a snow covered mountain,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,36,COCO_emb_500images_train_t_[140].txt,38,COCO_blip_500images_train_t_[140].txt,38,members,blip2_members_2500_captions.jsonl,37,8426,20c9ae2ec21d8cf6a19ce34b97f896f5749c347b09e21da415337e387d71b125,407c883d0ea652bd41ca93ca9f2df3bc174a1c556b4cda143ad04c68988422c5,a cat sitting on a bowl,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,37,COCO_emb_500images_train_t_[140].txt,39,COCO_blip_500images_train_t_[140].txt,39,members,blip2_members_2500_captions.jsonl,38,4080,a4a8e572923cf4bc201c7bf9d76b1776e586b468cad997a09d399370c45ffb45,e94a82430779520a23bcac002cfdeb7d6d91740fd0b3d9ceb464b6d3205a0394,a horse is walking in the middle of the road,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,38,COCO_emb_500images_train_t_[140].txt,40,COCO_blip_500images_train_t_[140].txt,40,members,blip2_members_2500_captions.jsonl,39,4026,40407cb0d08775c2102dcd9718c326c963ab558b7b14e96833c396bfe2238487,f43509e5c66431f26df7757c4e1d38a6075bfc742a3e9cd0a4b4b3cfc11c157d,a man sitting at a table with a plate of food,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,39,COCO_emb_500images_train_t_[140].txt,41,COCO_blip_500images_train_t_[140].txt,41,members,blip2_members_2500_captions.jsonl,40,2345,a9e903de23944f805db49de3feaf49137df25bef5c38f09e45fb5c9ee47f6521,cb2405d5e5d7bfd097a079507e9bf63072008efeabed9aeb0b75f0145f2b0565,a group of people sitting at a table,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,40,COCO_emb_500images_train_t_[140].txt,42,COCO_blip_500images_train_t_[140].txt,42,members,blip2_members_2500_captions.jsonl,41,0324,cacca9a8efa1025675a924f94617050fdcf4d04b3bd01d908f3f2d2188e59d94,1d43d53930d03d1518bfe7da7bb80d593907b65958600f46439a826efccf758e,a baseball game with a batter at bat,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,41,COCO_emb_500images_train_t_[140].txt,43,COCO_blip_500images_train_t_[140].txt,43,members,blip2_members_2500_captions.jsonl,42,2733,91511d83fb5aae143f545b8e0c91703e102413e4c8613bc5743c9423d346e0a7,d87fe51117e461ac5810b9e69893f4cc2df04a284ebbaa3482a988339fe52016,a small yellow airplane flying in the sky,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,42,COCO_emb_500images_train_t_[140].txt,44,COCO_blip_500images_train_t_[140].txt,44,members,blip2_members_2500_captions.jsonl,43,0704,3b7b1f5210f8bbbc1e03073c01978ee9dd4b722d4e855abfcca8a6cb946d3e78,01475a35ce9fa7d9013298f82256b36ee9334de77301414990e9815d975a0fc8,a bunch of bananas,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,43,COCO_emb_500images_train_t_[140].txt,45,COCO_blip_500images_train_t_[140].txt,45,members,blip2_members_2500_captions.jsonl,44,5877,947d29ec4ef82a3a66a99b841a8464225d53207d1c4451cb552f59f39d5a8fad,77638a184cca89752f5278dd32e105b50264d594c10ad697d843b9bee33d6482,a man riding a horse,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,44,COCO_emb_500images_train_t_[140].txt,46,COCO_blip_500images_train_t_[140].txt,46,members,blip2_members_2500_captions.jsonl,45,7875,88d9744991b6a5d23c8a61dfd5f58907ffb4adb21815226b602a6ae082964043,53f0c7cdf1ca5f104cb4ae2746e13a0bf0d39a91eea9734ff6b38356126d9df9,a man holding a bat,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,45,COCO_emb_500images_train_t_[140].txt,47,COCO_blip_500images_train_t_[140].txt,47,members,blip2_members_2500_captions.jsonl,46,1651,d099346bf67c6ddb95a9b46bc7bb17b354a7c2fdcc0437c130aa4eae89fb6617,b1592baeec27878bac5983c3b9c2d1cdac7b2b6847919be596aa6aa46b3611fb,a cat sitting on a window sill looking out the window,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,46,COCO_emb_500images_train_t_[140].txt,48,COCO_blip_500images_train_t_[140].txt,48,members,blip2_members_2500_captions.jsonl,47,0585,6c49f8c4836b3db0a855c09babc3ba0a73e41b1d4444b81babb40eccd729df22,d9e321a14a2bda6d1acbf8afb19d34524d37e1200ebdc3a4c6a1f1d940ec9026,a train on the tracks,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,47,COCO_emb_500images_train_t_[140].txt,49,COCO_blip_500images_train_t_[140].txt,49,members,blip2_members_2500_captions.jsonl,48,4625,b50cc292ee82e5a2138397b86de9f35f4439248b89c2996c91198f20206627a2,4e1e684507703c60f1be348d566b083688e19422f735542445fb0f7597696601,a cake with a phone on it and a sign that says what is his fishing today,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,48,COCO_emb_500images_train_t_[140].txt,50,COCO_blip_500images_train_t_[140].txt,50,members,blip2_members_2500_captions.jsonl,49,3939,a4d9b6d93f2676b030b2a67514990c61ee3997640febea8e794728b85889f3b3,6f078ac21aa27405f64a98f0a6ef5b1f46a09e7cc842527eab2cd94ab61d68f3,a city bus is parked on the side of the road,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,49,COCO_emb_500images_train_t_[140].txt,51,COCO_blip_500images_train_t_[140].txt,51,members,blip2_members_2500_captions.jsonl,50,1603,c3b0820ee4935c889415c17131419c6765a4f40d3b6a56699849f57becfbf6e8,17e3bfba0de8cabfa3ad7b924e561e037a36b29fafc1d6ce738807af1e9b7fed,a man working on a machine,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,50,COCO_emb_500images_train_t_[140].txt,52,COCO_blip_500images_train_t_[140].txt,52,members,blip2_members_2500_captions.jsonl,51,5581,d9abaa32b225705555ac274dfd941b490e12628df4473bdce16f1650fd2ac478,72a452e877f96d706ad39490e7d1a2193d93548ab34778c081aa225cf28829a8,a soccer player is about to kick the ball,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,51,COCO_emb_500images_train_t_[140].txt,53,COCO_blip_500images_train_t_[140].txt,53,members,blip2_members_2500_captions.jsonl,52,5459,43a60add13435f2951637a5e86bc4fcc6ddc626a00ac64f501f018603ed03ca2,76bfa3f1f53ff02f646a3ec37c02a4ab776b8cfa1ea8c2c184535e6b544d57d0,a baby elephant is being held by an adult elephant,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,52,COCO_emb_500images_train_t_[140].txt,54,COCO_blip_500images_train_t_[140].txt,54,members,blip2_members_2500_captions.jsonl,53,4165,71b2831200d1f973f5929a9da9af0ff59303d07ef2a5711f9e46883f0b732757,9a00a31381631faaffb4b3c79280fe2e1e9c13c607126c3df19c5fc12207650d,a young boy riding a wave on a surfboard,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,53,COCO_emb_500images_train_t_[140].txt,55,COCO_blip_500images_train_t_[140].txt,55,members,blip2_members_2500_captions.jsonl,54,7796,46de626999e9d7582149b8683096015108cc7d47f38ac56ab5bc14783c40abdc,ec7570afc3d8ee2db943f228f9c2f1469691f8815cef3270ae22fa8b5f1e98aa,a man and a woman flying a kite in a field,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,54,COCO_emb_500images_train_t_[140].txt,56,COCO_blip_500images_train_t_[140].txt,56,members,blip2_members_2500_captions.jsonl,55,5112,471f3f268529cbca33515dd202d66ac47e0b90b4ecc67815156f5059449b8e93,a6c96513b3f1bcf5fd76c695ecb611859036df030d2806831bb71a851d21ca65,a cat is sitting on the hood of a car,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,55,COCO_emb_500images_train_t_[140].txt,57,COCO_blip_500images_train_t_[140].txt,57,members,blip2_members_2500_captions.jsonl,56,6700,6c6385374c93f67f59826b9bed94cfefe4234c9dbc2c3d60f894a9d3087e3f2a,2fac8fd820dd418df17ee077b187fc3aacbae7b18bd2170c34d76b4340a7d49e,a woman sitting on a bunk bed in a bathroom,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,56,COCO_emb_500images_train_t_[140].txt,58,COCO_blip_500images_train_t_[140].txt,58,members,blip2_members_2500_captions.jsonl,57,4531,7f703cbff4287c942a0bebdf5294e2c1aecfce4a3dbfb94e1f8ccc5cb8ca5a7c,632b5c6bfeeb1a1c21c01b4a6aba45635b460147dd02df4df68b1fedc98a27cd,a no parking sign on a pole in front of a parking lot,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,57,COCO_emb_500images_train_t_[140].txt,59,COCO_blip_500images_train_t_[140].txt,59,members,blip2_members_2500_captions.jsonl,58,9223,0f2656766c2d934c1218b40736522adfecac064851669d49a956aeff016251fb,6741e5a55c21e3fabec6fbb0aee46051b40a8c29f2f8c2ce1355a64c84aec2a6,a table with plants on it,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,58,COCO_emb_500images_train_t_[140].txt,60,COCO_blip_500images_train_t_[140].txt,60,members,blip2_members_2500_captions.jsonl,59,1241,887aaa131b58d63510b7294f4d6b115522424b4c2f7aaef2bcef21c3b47cfe55,69f04cbb2a9a6ed7b684a9acd17d0f69d7e0f5a691ddb2c15f8858590e8e3866,a man holding a baseball bat,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,59,COCO_emb_500images_train_t_[140].txt,61,COCO_blip_500images_train_t_[140].txt,61,members,blip2_members_2500_captions.jsonl,60,5250,e2a5562699410d503424de9de8fd22f0bbd5833b096d45c2b94f54864832c0d2,785de9b65f4bf82160339bcd4323bf4b0312f4556059f75b3a8a7ba3e532a156,a bird perched on a tree branch,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,60,COCO_emb_500images_train_t_[140].txt,62,COCO_blip_500images_train_t_[140].txt,62,members,blip2_members_2500_captions.jsonl,61,5045,00aa44cf3a4868b3554bb786efe733a56295e48a059636f6841acf17e1990fa7,f61c4c9829fb6ef97f1c401cd0597aad10de466b8034a923acf5e9dce58c01f0,a black goat,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,61,COCO_emb_500images_train_t_[140].txt,63,COCO_blip_500images_train_t_[140].txt,63,members,blip2_members_2500_captions.jsonl,62,0147,35f1af3796cfb4eb9a2790af2a9044f4621296380458b3724d27cab374971f1f,d9e321a14a2bda6d1acbf8afb19d34524d37e1200ebdc3a4c6a1f1d940ec9026,a train on the tracks,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,62,COCO_emb_500images_train_t_[140].txt,64,COCO_blip_500images_train_t_[140].txt,64,members,blip2_members_2500_captions.jsonl,63,2263,d45762dacafd9a6a6ebd2da97cfe72a5c663d02334118927281971a37c9087e1,cca481bef4a8bdc31ea8c57f710c62c94c2ab6804584c986657edce80e4c9a3f,a man in a yellow shirt,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,63,COCO_emb_500images_train_t_[140].txt,65,COCO_blip_500images_train_t_[140].txt,65,members,blip2_members_2500_captions.jsonl,64,5451,c1ee3978231122024e2087d0b5e09979dfc9c3e4473e0637f794f062170e0b4a,dd2df72431ca01e60210a55eaa31defcb2c46d647ca7cf60e496dfaa620cf38b,a train traveling on a bridge over a field,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,64,COCO_emb_500images_train_t_[140].txt,66,COCO_blip_500images_train_t_[140].txt,66,members,blip2_members_2500_captions.jsonl,65,5346,3b7d64efa05501186d579b65f63d98a756205ea3468cb8e832e0a4fc308497af,e86311c4e85a74a39c0cc05016f0f89cf11a8a3d7c6cefc211ffb99fa071176c,an older couple playing a video game,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
train,65,COCO_emb_500images_train_t_[140].txt,67,COCO_blip_500images_train_t_[140].txt,67,members,blip2_members_2500_captions.jsonl,66,4259,b088e266376763d81a2e2b010359ee36eaf93f3c0498d69f8f942d150002ec1e,b42d3fa762d9acafeee4228c9b8ea2a352c736e45e6748276eb08e31faa8ae3f,woman wearing a black sweater,caption_order_support_only,support-only caption JSONL order anchor only; score rows still lack explicit row IDs
