provenance_id,path,source_kind,availability_tier,sha256,repo_commit,repo_tree_state,generator_command,exists,note
sama-dlm-public-surface-check,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2sct031_sama_dlm_public_surface_check_2026_06_09.md,internal-preflight-note,research-workspace,264eb0efa50a47493890f500bcc10dad8e0b960146faeb232756e4cdddb55b3a,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"SAMA DLM public-code route check; support-only, no_compute_release, not a second public score/response asset, and outside the image-diffusion denominator lane."
miaept-tabular-public-surface-check,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2sct032_miaept_tabular_public_surface_check_2026_06_09.md,internal-preflight-note,research-workspace,50349b66d266fabf4d26707914da4b0eea37cf1595c2aa97782fd0b06b1ca0c2,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"MIA-EPT tabular public-result-page route check; support-only, no_compute_release, not a second public score/response asset, and missing row-bound score/prediction packet."
diffusion-mia-public-surface-check,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2sct033_diffusion_mia_public_surface_check_2026_06_09.md,internal-preflight-note,research-workspace,7802616915d00ac0bcd9e1207fbdd397d48b51618a5e9c4558708583ab8965cd,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"Diffusion MIA public code-and-split route check; support-only, no_compute_release, not a second public score/response asset, and missing row-bound result/verifier packet."
remia-tabular-public-result-archive-check,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2sct034_remia_tabular_public_result_archive_check_2026_06_09.md,internal-preflight-note,research-workspace,cd619b31b18420e24a6278c988937ecf346d5f779c5344e3ef053d268ab40390,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"ReMIA tabular public result-archive route check; support-only, no_compute_release, not a second public score/response asset, and aggregate JSON only."
e2-high-value-delta-refresh,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2_high_value_public_asset_delta_refresh_2026_06_09.md,internal-preflight-note,research-workspace,5fc46ec2b742fd97011f0b51d2a93de28a8cf3160f22cde7434054cfc972cc18,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"High-value public asset delta refresh with git-tree fallback; identity_matched for 9/9 rows, priority_gate_review for all rows, filename_hint_manual_gate_review_needed for CopyMark and MoFit, and no C14/N50 update, no admitted evidence, no second public score/response asset, and no compute release."
e2-high-value-delta-refresh-csv,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2_high_value_public_asset_delta_refresh_2026_06_09.csv,internal-preflight-table,research-workspace,cbe6df392786054b540c90dd7621f7bf9f2e8f927425d2a1ed64c1543922d580,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"Machine-readable high-value public asset delta refresh; 9/9 identity_matched rows, priority_gate_review rows, filename_hint_manual_gate_review_needed rows, and no_compact_reopen_surface_hint rows remain manual-review metadata only."
e2-high-value-delta-watchlist,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2_high_value_public_asset_delta_watchlist_2026_06_09.csv,internal-preflight-watchlist,research-workspace,02b1abe9b543df5e84d06b37d5837b688021b5f88f75b49a9994b22d5ac5a387,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"Watchlist input for the high-value public asset delta refresh; source-refresh hygiene only, not prevalence, denominator, admitted-evidence, or compute-release evidence."
e2-high-value-delta-gate-queue,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2_high_value_public_asset_delta_gate_queue_2026_06_09.csv,internal-preflight-queue,research-workspace,cf560345d55398d8dbc2c2fb54bb41c72d74e191cf19dc4c989b628cba82e1ae,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"Follow-up queue for priority_gate_review rows; check whether public surfaces expose row-bound packets, with support-only and C14-v2 candidate only rows still outside admitted evidence."
openlvlm-vlm-public-surface-check,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2sct035_openlvlm_mia_vlm_public_surface_check_2026_06_09.md,internal-preflight-note,research-workspace,6faa2fd1ed92adf1d7ee4bf8212735f2f30a7ee06b4ade905bd44e9631de0831,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"OpenLVLM-MIA VLM controlled-benchmark scout; future VLM stratum only, not current Direction A image-diffusion evidence, not C14/N50, not a second public score/response asset, no_compute_release."
openlvlm-vlm-public-surface-csv,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2sct035_openlvlm_mia_vlm_public_surface_check_2026_06_09.csv,internal-preflight-table,research-workspace,da6e5b9c23e8072bdb7bfe9aedd90c630dace27692bbbc57c6d65cc23c2daca6,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,"Machine-readable OpenLVLM-MIA gate readout; public labels/model/code with runtime score outputs only, wrong current consumer lane, no C14/N50/admitted-evidence/second-public-asset/compute-release upgrade."
negative-support-curated,papers/diffaudit-evidence-paper/data/negative_support_curated_metrics.csv,curated-metric-csv,paper-workspace,925199ba88eae99bc36b97d7e0e1d887952a927de2ac063193530b8e1af68704,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Curated metric constants mirrored from frozen evidence notes.
artifact-corpus-v1,papers/diffaudit-evidence-paper/data/artifact_corpus_v1.csv,curated-corpus-csv,paper-workspace,6119b62882f5dc593396094b9daf68f438217a6ab0b5f9445b84640ffb12a027,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Selected v1 evidence-note corpus; not a prevalence sample.
artifact-fixed-search,papers/diffaudit-evidence-paper/data/artifact_corpus_fixed_search_20260526.csv,curated-corpus-csv,paper-workspace,fd9acad412911a1cb0b779ac8f2df194496c228d954b977183bbf452e6fa5c49,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Small fixed-source metadata/search batch; not a field-wide denominator.
artifact-broader-source,papers/diffaudit-evidence-paper/data/artifact_corpus_broader_source_20260527.csv,curated-corpus-csv,paper-workspace,1df3127d73b79d286ae47efe2f1baa853d68470578f4d33bc622116c73e12011,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,No-download HF/Zenodo/OpenReview metadata-screening/query pass; does not support source-completeness or prevalence claims.
artifact-targeted-link,papers/diffaudit-evidence-paper/data/artifact_corpus_targeted_artifact_links_20260527.csv,curated-corpus-csv,paper-workspace,bbfe50e85de4f7699a596fc6f771629ed73ac60e1b81f98cb7d320b882054f98,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Targeted L1 artifact-link pass; not score replay or a pooled denominator.
artifact-second-pass,papers/diffaudit-evidence-paper/data/artifact_second_pass_label_review_20260526.csv,curated-review-csv,paper-workspace,f26f75275f8053e696fef85d31679f3cdf67cc143a779b7c445d2a4808f8a7d4,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Same-team label-hygiene review and resolution record.
e2-false-promotion-summary,docs/internal/e2-n50-freeze-preflight-2026-06-06/e2_false_promotion_exemplar_summary_2026_06_07.csv,internal-preflight-csv,research-workspace,d2a04d06acfc190a3ecc080607c2adfe0993de71c3b991ee18d08e917f5493c2,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Thirteen no-download E2 false-promotion exemplars; not N50 denominator or admitted evidence.
admitted-rows-csv,papers/diffaudit-evidence-paper/data/admitted_rows.csv,generated-csv,paper-workspace,0ddfed8d01a6110f7f5fc683376a18006627e5773e47c39f21cbacd066f16476,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated role/replay-tier inventory for reportable rows.
metric-uncertainty-csv,papers/diffaudit-evidence-paper/data/metric_uncertainty.csv,generated-csv,paper-workspace,62951d485a3ef4382c4a460b5aa076df3c7a3d2214193ba46a0f0df48042a560,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated AUC uncertainty sidecar with replay/recording provenance.
h2-output-cloud-rows-csv,papers/diffaudit-evidence-paper/data/h2_output_cloud_rows.csv,generated-csv,paper-workspace,4cc9cdfef2df82ee4c5e002161b3f61fe39b6f6adf4c66964ea2ebfabfaface9,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated H2 candidate/control metric rows used by the H2 figure.
negative-support-rows-csv,papers/diffaudit-evidence-paper/data/negative_support_rows.csv,generated-csv,paper-workspace,85cd7d48ef6d5bb056407fbfefcf2b35273b09a710ae45fee9bce1049e7757a9,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated negative/support rows for route-selection evidence.
artifact-gate-summary-csv,papers/diffaudit-evidence-paper/data/artifact_gate_summary.csv,generated-csv,paper-workspace,1d632173aad84208452b1c0fbe62aba71e1b2abfd3631d2f383d57c15633b5c8,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated selected-corpus gate counts for claim-control drafting.
artifact-claim-support-csv,papers/diffaudit-evidence-paper/data/artifact_claim_support_summary.csv,generated-csv,paper-workspace,e6e3e496455e73325ce635ffe2a999fbe87ce05ca6fe2706d3ec36b49681509a,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated L0-L3 claim-support counts for selected-corpus drafting.
false-promotion-exemplars-csv,papers/diffaudit-evidence-paper/data/false_promotion_exemplars.csv,generated-csv,paper-workspace,53dcbc4ddecc43f1fcea95122a6d1a1a3d8167b060782929f22f712e9ce00d62,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated weak-rule C14 stress-control rows derived from E2 preflight.
false-promotion-summary-csv,papers/diffaudit-evidence-paper/data/false_promotion_rule_summary.csv,generated-csv,paper-workspace,87a04e71c4fa27b33b93c18ac52b973d1ebd278a2c0674dbe0b8e453778c3eb7,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated weak-rule counts across the thirteen C14 stress-control rows.
false-promotion-review-packet-csv,papers/diffaudit-evidence-paper/data/false_promotion_external_review_packet.csv,generated-review-packet,paper-workspace,c3cd1066c225d652c71a1058f9d7fa42f5625b0a930111958853a4a5a0ee5115,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated author-keyed external-style row packet for audit/reconciliation; not completed external adjudication.
false-promotion-blinded-packet-csv,papers/diffaudit-evidence-paper/data/false_promotion_blinded_review_packet.csv,generated-review-packet,paper-workspace,90de9bf6fae1e9d61fe9bf5fe613f333e07fa399b91bff2336933834e2c5f02f,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated blocker-blinded packet for independent false-promotion labeling.
false-promotion-adjudication-key-csv,papers/diffaudit-evidence-paper/data/false_promotion_adjudication_key.csv,generated-review-key,paper-workspace,734e2555c402194bcedab7a54605a89c4af52dfa3fafa4f760a4093221fd29c1,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated author adjudication key for post-label comparison; not provided as evidence of external labels.
false-promotion-review-template-csv,papers/diffaudit-evidence-paper/data/false_promotion_external_review_template.csv,generated-review-template,paper-workspace,480f349d22eee6f69e2f63f6b3727fb839aa4e6c843ddfa035016a1a5e3a96e0,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Blank review-format template for future independent E2 false-promotion recoding.
false-promotion-row-trace-csv,papers/diffaudit-evidence-paper/data/false_promotion_row_trace.csv,generated-review-trace,paper-workspace,aed923feb59cf74e6c58966aa6120159236225abd2945bfb15138977b94f189e,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated row-level trace from C14 review IDs to public URLs and no-download evidence notes.
false-promotion-author-gate-matrix-csv,papers/diffaudit-evidence-paper/data/false_promotion_author_gate_matrix.csv,generated-author-key,paper-workspace,a7ca5d57d03f7413cc80e260dca1f2787bb89358b04655ef7d254e63f42c739f,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated author-keyed C14 gate matrix for post-label comparison; not external reviewer labels.
false-promotion-gate-summary-csv,papers/diffaudit-evidence-paper/data/false_promotion_gate_summary.csv,generated-csv,paper-workspace,b2b4b3595eb12b43f8c508933093517e627a09eb1a23ff30e254b738512115e2,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated C14 author-gate outcome counts for matrix QA; not prevalence evidence.
manuscript-claim-audit-csv,papers/diffaudit-evidence-paper/data/manuscript_claim_audit.csv,generated-csv,paper-workspace,4c398638a0fc2f1415acf55edd0afd74722e47a669cc885319ff68309c6b7fbf,1c980a9c6ffb7615f65e93206b77416e978e5cf6,dirty,python -X utf8 papers/diffaudit-evidence-paper/scripts/build_paper_assets.py,true,Generated manuscript claim-anchor audit tying high-risk paper statements to data sidecars.
